class_id,support,predicted,precision,recall,f1,roc_auc,average_precision
212,1000,0,0.0,0.0,0.0,0.9809185185185185,0.04188620518970855
213,1000,2440,0.12295081967213115,0.3,0.1744186046511628,0.9714066066066067,0.06701507457556878
214,1000,0,0.0,0.0,0.0,0.9814508508508508,0.035787936572567736
215,1000,0,0.0,0.0,0.0,0.9826374374374374,0.06162685549122521
216,1000,0,0.0,0.0,0.0,0.9720708708708709,0.06661224836925195
217,1000,0,0.0,0.0,0.0,0.9858682682682682,0.044173075529172615
218,1000,0,0.0,0.0,0.0,0.9893095095095095,0.12340078545865964
219,1000,1400,0.04285714285714286,0.06,0.049999999999999996,0.9852244244244244,0.06543008510747304
220,1000,1640,0.0975609756097561,0.16,0.12121212121212122,0.9902732732732732,0.09016271031124126
221,1000,0,0.0,0.0,0.0,0.9923705705705705,0.14471648731537
222,1000,260,0.07692307692307693,0.02,0.03174603174603175,0.9755917917917918,0.035216653874502256
223,1000,4160,0.052884615384615384,0.22,0.08527131782945736,0.9873765765765766,0.06327830421101655
224,1000,640,0.21875,0.14,0.17073170731707318,0.9898698698698698,0.09196687103134388
225,1000,580,0.7241379310344828,0.42,0.5316455696202531,0.990724124124124,0.47660880655332194
226,1000,720,0.16666666666666666,0.12,0.13953488372093023,0.9381373373373374,0.05370828982072257
227,1000,780,0.10256410256410256,0.08,0.08988764044943821,0.9859947947947949,0.07456233173367156
228,1000,1000,0.54,0.54,0.54,0.9713293293293292,0.31394138005431793
229,1000,420,0.6190476190476191,0.26,0.36619718309859156,0.9781585585585585,0.2103362354400205
230,1000,1820,0.12087912087912088,0.22,0.15602836879432624,0.9758144144144144,0.11155936552136757
231,1000,1500,0.3466666666666667,0.52,0.41600000000000004,0.9949827827827828,0.25866386766180127
232,1000,2020,0.019801980198019802,0.04,0.026490066225165566,0.973986986986987,0.11100449871552161
233,1000,160,0.125,0.02,0.03448275862068966,0.9561953953953954,0.05460206980162753
234,1000,0,0.0,0.0,0.0,0.9868742742742742,0.07575187410222087
235,1000,980,0.42857142857142855,0.42,0.42424242424242425,0.9903045045045045,0.2579014978752571
236,1000,0,0.0,0.0,0.0,0.986017017017017,0.1317222777947243
237,1000,3880,0.17525773195876287,0.68,0.27868852459016397,0.990782982982983,0.1913451378618281
238,1000,820,0.024390243902439025,0.02,0.021978021978021983,0.9721029029029029,0.14445015875290546
239,1000,3420,0.15204678362573099,0.52,0.23529411764705882,0.9861633633633634,0.12153015121304428
